name,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,year,city,county,county_fips,all_counties,latitude,longitude,coordinates,distance_from_dallas
"Trophy Club town, Texas",13251,10708,75,797,1445,1486,0,27,60,133,0,0,0,0,53,35,73710,2022,Trophy Club town,Tarrant,439,"Tarrant, Denton",32.9925218,-97.1729635,"(+32.9925218, -097.1729635)",26.4
"Watauga city, Texas",23836,18909,1312,987,690,4289,0,0,36,0,89,0,0,8,0,0,76672,2009,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",23195,17692,1317,993,698,4809,0,0,40,23,86,0,0,13,0,0,76672,2010,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",23448,18218,1304,767,722,5061,0,0,45,15,201,0,0,14,35,0,76672,2011,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",23600,18732,1127,791,749,5429,0,0,71,21,132,0,0,0,31,0,76672,2012,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",23798,18355,1369,862,1092,5786,0,0,73,16,46,0,0,0,49,0,76672,2013,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",23999,18385,1345,1209,916,5382,0,3,54,26,0,0,0,0,36,0,76672,2014,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",24179,18910,1409,1371,1058,5157,0,6,112,0,0,0,0,0,38,0,76672,2015,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",24322,19280,867,1849,899,4781,0,6,125,0,0,0,0,0,0,0,76672,2016,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",24391,19171,1020,1998,783,4785,0,6,83,0,27,0,0,0,0,0,76672,2017,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",24526,19493,887,1887,604,5245,0,6,77,31,32,0,0,0,0,0,76672,2018,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",24582,19148,1078,1860,658,5936,0,0,82,40,60,0,0,0,0,0,76672,2019,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",24487,17900,1459,2106,1292,5593,0,0,0,64,80,0,0,0,0,0,76672,2020,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",23649,17080,1625,1414,1922,6080,0,0,14,62,59,0,0,0,0,0,76672,2021,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Watauga city, Texas",23509,16197,1858,1003,2743,6362,0,0,6,59,40,0,0,0,0,0,76672,2022,Watauga city,Tarrant,439,Tarrant,32.8717988,-97.2514879,"(+32.8717988, -097.2514879)",27.2
"Westlake town, Texas",443,435,0,5,0,15,0,0,0,0,0,0,0,0,0,0,77620,2009,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",881,868,0,3,0,24,0,0,0,0,0,0,0,0,0,0,77620,2010,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",915,901,0,0,0,58,0,0,0,0,0,0,0,0,0,0,77620,2011,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1059,1012,0,33,0,66,0,0,0,0,0,0,0,0,0,0,77620,2012,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1072,1018,0,34,4,48,0,0,0,0,0,0,0,0,0,0,77620,2013,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1171,1049,3,97,5,52,0,0,2,0,0,0,0,0,0,0,77620,2014,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1091,935,4,134,5,55,0,0,2,0,0,0,0,0,0,0,77620,2015,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1124,918,7,181,11,20,0,0,9,0,0,0,0,0,0,0,77620,2016,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1006,852,8,113,13,37,0,0,9,0,0,0,0,0,0,0,77620,2017,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",974,827,8,118,11,63,0,0,10,6,0,0,0,0,0,0,77620,2018,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",983,834,4,105,28,60,0,0,4,6,0,0,0,0,0,0,77620,2019,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1511,1293,6,140,37,123,0,0,4,14,0,0,0,0,0,0,77620,2020,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1374,1171,0,139,51,121,0,0,0,7,0,0,0,0,0,0,77620,2021,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westlake town, Texas",1300,1019,12,154,103,116,0,0,0,8,0,0,0,0,0,0,77620,2022,Westlake town,Tarrant,439,"Tarrant, Denton",32.9854612,-97.2037876,"(+32.9854612, -097.2037876)",27.6
"Westover Hills town, Texas",504,483,0,0,2,13,0,0,3,0,13,0,0,0,0,0,77788,2009,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",684,666,0,0,3,11,0,0,4,0,11,0,0,0,0,0,77788,2010,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",693,666,0,0,0,19,0,0,2,0,20,0,0,0,0,0,77788,2011,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",625,610,0,0,0,15,0,0,4,0,12,0,0,0,0,0,77788,2012,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",734,728,0,3,3,3,0,0,10,0,0,0,0,0,0,0,77788,2013,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",635,632,0,2,1,4,0,0,8,0,0,0,0,0,0,0,77788,2014,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",636,628,2,3,3,3,0,2,9,0,0,0,0,0,0,0,77788,2015,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",578,571,2,2,3,2,0,2,9,0,0,0,0,0,0,0,77788,2016,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",628,618,2,5,3,3,0,2,8,0,0,0,0,0,0,0,77788,2017,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",533,504,2,19,8,2,0,3,4,0,0,0,0,0,0,0,77788,2018,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",553,532,2,12,7,2,0,1,5,0,0,0,0,0,0,0,77788,2019,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",745,690,0,47,8,3,0,0,5,0,0,0,0,0,0,0,77788,2020,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",804,737,0,48,17,9,0,0,5,0,0,0,0,0,0,0,77788,2021,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westover Hills town, Texas",803,745,0,44,13,5,0,0,5,0,0,0,0,0,0,0,77788,2022,Westover Hills town,Tarrant,439,Tarrant,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)",35.8
"Westworth Village city, Texas",2943,2397,213,0,73,715,0,0,0,4,0,0,0,0,0,0,78076,2009,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2478,2105,130,0,47,713,0,0,0,10,0,0,0,0,0,0,78076,2010,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2453,1959,168,28,85,703,0,0,0,0,0,0,0,0,0,0,78076,2011,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2465,1937,147,33,100,589,0,0,0,0,0,0,0,0,0,0,78076,2012,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2500,2014,115,55,94,682,0,0,0,0,0,0,0,0,0,0,78076,2013,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2541,2188,39,57,73,704,0,0,0,0,0,0,0,0,0,0,78076,2014,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2584,2154,49,75,79,684,0,0,0,10,0,0,0,0,0,0,78076,2015,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2632,2290,23,48,38,744,0,0,0,11,0,0,0,0,0,0,78076,2016,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2678,2341,27,57,83,778,0,0,0,9,0,0,0,0,0,0,78076,2017,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2653,2314,96,38,76,759,0,0,0,15,0,0,0,0,0,0,78076,2018,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2681,2292,140,47,91,967,0,0,5,19,0,0,0,0,0,0,78076,2019,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2713,2217,149,24,241,855,0,0,12,5,0,0,0,0,0,0,78076,2020,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2590,1991,209,39,270,764,0,0,18,5,0,0,0,0,0,0,78076,2021,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"Westworth Village city, Texas",2597,2066,163,38,281,721,0,0,17,5,0,0,0,0,0,0,78076,2022,Westworth Village city,Tarrant,439,Tarrant,32.761945,-97.4232569,"(+32.7619450, -097.4232569)",36.4
"White Settlement city, Texas",16112,13446,892,351,273,3768,0,0,14,0,0,0,0,0,13,14,78544,2009,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",15890,13335,863,416,329,3726,0,0,0,0,0,0,0,0,14,19,78544,2010,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",16082,13644,792,406,532,4231,0,0,0,0,0,0,0,0,14,8,78544,2011,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",16208,13446,1153,443,430,4443,0,0,0,0,0,0,0,0,14,9,78544,2012,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",16372,13443,1290,423,497,4407,0,0,0,0,0,0,0,0,0,6,78544,2013,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",16571,13519,1175,428,859,4754,0,0,0,0,0,0,0,0,0,10,78544,2014,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",16733,13547,1258,384,789,4570,0,0,0,15,0,0,0,0,0,11,78544,2015,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",16886,14079,1127,492,496,4663,0,58,0,18,0,0,0,0,12,0,78544,2016,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",17135,13896,1048,578,603,4577,0,64,0,20,0,0,0,0,12,0,78544,2017,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",17396,14302,905,496,696,4809,0,25,0,13,0,0,0,0,10,0,78544,2018,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",17565,14566,1202,432,373,4635,0,34,0,20,0,0,0,0,12,0,78544,2019,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",17716,13265,1159,359,1468,5819,0,31,0,9,0,0,0,0,11,0,78544,2020,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",18040,12955,1329,233,1757,5719,0,0,0,11,0,14,0,0,0,0,78544,2021,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"White Settlement city, Texas",18106,12068,1130,254,2833,6500,0,0,0,11,0,17,0,0,0,0,78544,2022,White Settlement city,Tarrant,439,Tarrant,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)",38.6
"Allen city, Texas",77072,58134,6357,8173,2589,8160,0,0,246,275,0,0,0,0,37,176,1924,2009,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",77843,57128,7157,9449,2170,8501,0,0,305,94,0,0,0,0,39,207,1924,2010,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",81326,59290,7163,10106,3006,8699,0,0,357,107,13,0,0,0,14,36,1924,2011,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",84387,61625,7484,10181,2947,8602,0,0,400,109,17,8,0,0,51,89,1924,2012,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",87213,62950,8504,10432,3073,9791,0,0,346,96,140,29,0,0,63,117,1924,2013,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",89845,65442,7226,12000,3085,9692,0,0,353,91,88,67,0,0,68,121,1924,2014,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",92502,66089,8090,12956,3218,10229,0,0,296,119,55,54,0,0,78,145,1924,2015,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",94710,66822,9268,13457,3246,10018,0,0,303,159,34,43,0,0,86,134,1924,2016,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",96865,67294,8697,15710,3388,10529,0,0,263,153,65,66,0,0,29,34,1924,2017,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",99255,68113,9368,17171,3008,10405,0,0,318,198,0,57,0,0,43,14,1924,2018,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",101699,69257,9517,18157,3048,11059,0,0,468,246,0,20,0,0,94,182,1924,2019,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",104040,66124,10822,18533,6600,11214,0,0,498,331,0,22,0,0,76,168,1924,2020,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",102778,63108,9827,19755,7284,11562,0,15,228,427,12,12,0,0,58,225,1924,2021,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Allen city, Texas",105444,60533,12108,20063,9596,12516,0,16,232,560,11,0,0,0,75,643,1924,2022,Allen city,Collin,85,Collin,33.1097362,-96.6730316,"(+33.1097362, -096.6730316)",24.1
"Anna city, Texas",5337,4675,276,32,82,1179,0,0,0,25,27,15,0,0,0,0,3300,2009,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",7198,6399,382,35,79,1701,0,0,0,28,22,7,0,0,0,0,3300,2010,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",7711,6502,853,31,66,2169,0,0,0,8,14,73,0,0,0,0,3300,2011,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",8085,6931,840,91,73,2084,0,0,0,12,16,59,0,0,0,0,3300,2012,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",8528,7410,822,113,19,2016,0,0,0,0,0,47,0,0,0,0,3300,2013,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",9108,7999,778,69,119,2435,0,0,0,0,0,47,0,0,0,0,3300,2014,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",9733,8579,828,60,133,2248,0,0,0,0,0,45,0,0,0,0,3300,2015,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",10335,9396,576,101,92,1880,0,0,0,0,0,181,0,0,0,0,3300,2016,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",11318,9620,892,480,195,1570,0,0,0,0,0,193,0,0,0,0,3300,2017,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",12271,9774,1287,878,238,2229,0,0,0,0,0,153,0,0,0,0,3300,2018,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",13052,10133,1793,786,187,2066,0,0,0,0,0,81,0,0,0,0,3300,2019,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",14159,10702,1674,840,759,3175,0,0,0,0,0,164,0,0,0,0,3300,2020,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",16792,12549,2522,411,908,3469,0,0,0,0,0,0,0,0,0,0,3300,2021,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Anna city, Texas",18585,13772,3075,282,894,3672,0,0,0,0,0,0,0,0,0,0,3300,2022,Anna city,Collin,85,Collin,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)",41.9
"Blue Ridge city, Texas",742,666,44,0,2,143,0,0,0,0,0,0,0,0,0,0,8872,2009,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",801,798,3,0,0,177,0,0,0,0,0,0,0,0,0,0,8872,2010,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1063,1011,0,0,0,256,0,0,0,0,0,0,0,0,0,0,8872,2011,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1026,1026,0,0,0,155,0,0,0,0,0,0,0,0,0,0,8872,2012,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1007,983,0,0,8,111,0,0,0,0,0,0,0,0,0,0,8872,2013,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1033,1015,0,0,8,57,0,0,0,0,0,0,0,0,0,0,8872,2014,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1138,1112,0,0,10,98,0,0,0,0,0,0,0,0,0,0,8872,2015,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1005,961,0,0,10,106,0,0,0,0,0,0,0,0,0,0,8872,2016,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1026,980,0,0,8,182,0,0,0,0,0,0,0,0,0,0,8872,2017,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1012,963,0,0,1,285,0,0,0,0,0,0,0,0,0,0,8872,2018,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",834,740,2,0,12,199,0,0,0,0,0,0,0,0,0,0,8872,2019,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",828,670,2,3,61,247,0,0,0,0,0,0,0,0,0,0,8872,2020,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",1105,848,3,3,93,381,0,0,0,0,0,0,0,0,0,0,8872,2021,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Blue Ridge city, Texas",982,734,2,3,124,309,0,0,0,0,0,0,0,0,0,0,8872,2022,Blue Ridge city,Collin,85,Collin,33.2980307,-96.3981246,"(+33.2980307, -096.3981246)",42.8
"Celina city, Texas",5083,4323,321,16,200,1319,0,0,62,0,0,0,0,0,0,0,13684,2009,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",5603,4755,326,28,180,1227,0,0,52,0,0,0,0,0,0,0,13684,2010,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",5877,5086,112,12,134,1458,0,0,29,0,0,0,0,0,2,0,13684,2011,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",6161,5282,225,33,87,1368,0,0,46,0,0,0,0,0,5,0,13684,2012,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",6387,5543,167,48,76,1331,0,0,41,0,0,0,0,0,8,0,13684,2013,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",6558,5567,291,70,53,1354,0,0,0,0,0,0,0,0,0,0,13684,2014,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",6894,6079,160,91,60,1331,0,0,0,0,0,0,0,0,43,0,13684,2015,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",7236,6635,243,92,94,1224,0,0,0,0,0,0,0,0,51,0,13684,2016,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",7910,7298,307,68,148,1705,0,0,0,0,0,0,0,0,60,0,13684,2017,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",9354,8488,483,87,176,1798,0,0,40,0,0,102,0,0,65,0,13684,2018,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",11116,9795,995,77,185,1328,0,0,0,0,0,129,0,0,65,0,13684,2019,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",13608,10324,1034,1009,1134,1302,0,0,0,17,0,97,0,0,0,0,13684,2020,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
"Celina city, Texas",16542,12122,1264,1128,1578,1627,0,0,0,19,25,93,0,0,0,0,13684,2021,Celina city,Collin,85,"Collin, Denton",33.3261984,-96.7949008,"(+33.3261984, -096.7949008)",37.9
